"text","id_str","retweet","user_location","place_full_name","location","team_count","sentiment","HasNFLTeam","FanSentiment"
"Y’all do the most to hate on Rodgers. Best touchdown to interception ration in NFL HISTORY and somehow that’s a bad… https://t.co/3bekeVBk4Q",1201904071533191168,"False","Los Angeles, CA","","CA",4,"positive","Yes","Fan"
"Happy birthday to that dude @RashanAGary #GoBlue #ProBlue #GoPackGo #PutCheeseOnEverything 🧀〽️🏈✊🏼 https://t.co/kX3QyNkUL1",1201896101785284608,"False","Flint, MI","Flint, MI","MI",1,"positive","Yes","Fan"
"Well, @packers we got to do something better then this, GET ON IT! lolol ;) 

#GoPackGo 
#DopeShit https://t.co/rYHmLtMY0Y",1201891470518579200,"False","Las Vegas, NV","","NV",0,"positive","No","Fan"
"It still makes me emotional. I will never forget watching this live. I still get chills and tears in my eyes. It wa… https://t.co/BOqOriHpU6",1201888410945884160,"False","Fort Knox, Kentucky","","KY",0,"positive","No","Fan"
"@JennyTaft #gopackgo Idk on Cook's status but if he misses significant time the Vikings chances at winning the North are....(cooked).",1201882442363215872,"False","Los Angeles, CA","","CA",4,"positive","Yes","Fan"
"Happy birthday @StateCoachD, if you needs cabinets or a analyst.. let me know! #GoPackGo",1201881082800590848,"False","Ocean Isle Beach, NC","","NC",1,"positive","Yes","Fan"
"@AndyHermanNFL I’ve got that gut feeling that MN takes that game in MN and all we hear is how good Kirk is. I reall… https://t.co/lt7QFE0Cjg",1201877084458622976,"False","Winona, MN","","MN",1,"positive","Yes","Fan"
"Sounds crazy, but I'd almost rather go the 3-1(Lose to the Vikings) route and take the division. It's tough to beat… https://t.co/BcjWXBz7ql",1201876547793281024,"False","DeLand, FL","","FL",3,"negative","Yes","Foe"
"#GoPackGo: What a throw, what a game! https://t.co/F8RKkPBOFe",1201874811934380032,"False","Dallas, Texas","","TX",2,"negative","Yes","Foe"
"Two years ago today, we surprised my nephew &amp; took him to his first Packer game - 1st row right behind the @packers… https://t.co/xd8e6CTAgj",1201874175654277120,"False","Tampa, FL","","FL",3,"negative","Yes","Foe"
"@PrestonSmith94 Love the bond and the culture you are creating big Z! We need to start playing the old old school s… https://t.co/NcWuVOtIXW",1201868466430590976,"False","Minneapolis, MN","","MN",1,"positive","Yes","Fan"
"This is still one of my favorite sports moments of all time #GoPackGo https://t.co/RY9wIfx3PR",1201868214780739584,"False","Columbus, OH","","OH",2,"positive","Yes","Fan"
"Best moment ever in #Packers history 🐐#GoPackGo https://t.co/HDB8GGK1YR",1201864898956976128,"False","Delaware, USA","Millsboro, DE","DE",0,"positive","No","Fan"
"This day 4 years ago @lions cheated once again on a questionable face mask call leading to @aaronrodgers12 HAIL MAR… https://t.co/WbuSAUnVco",1201856965757923328,"False","Detroit, MI","Detroit, MI","MI",1,"negative","Yes","Foe"
"Tough news to wake up to that the Vikings lost. #GoPackGo https://t.co/SCfpSZL0QB",1201856278043222016,"False","Fargo, ND","","ND",0,"negative","No","Foe"
"Good morning and happy Tuesday, #Packers fans. The Miracle in Motown against the #Lions happened 4 years ago today.… https://t.co/qja303SZu0",1201853091496284160,"False","Indianapolis, IN","","IN",1,"positive","Yes","Fan"
"Ok packers twitter.  I’ve crunched the numbers and if we don’t get the bye it’s all but certain we are playing Minn… https://t.co/UZ7hENvOZG",1201848301936631808,"False","Illinois, USA","","IL",1,"positive","Yes","Fan"
"@AllenLazard Keep it up big fella! You got a really bright future! #GoPackGo",1201827200242204672,"False","Grand Rapids, MI","","MI",1,"positive","Yes","Fan"
"@kris_tea @Southern_Server #GoPackGo
Sorry! 😄
I agree, and have started muting those ad nauseam topics as well.",1201826957383655424,"False","Truthville, New York","","NY",1,"negative","Yes","Foe"
"Ya hate to see that..... #GoPackGo https://t.co/mwFw1UiLCO",1201806034660216832,"False","Pleasant Lake, MI","Jackson, MI","MI",1,"negative","Yes","Foe"
"His fit alone made me order his jersey. Love @jswaggdaddy  to death. #gopackgo https://t.co/VD1bt0LrOs",1201789832999120896,"False","Summerville, SC","","SC",0,"positive","No","Fan"
"@KyronReese Lmao yeah okay. #GoPackGo also everyone knows Dalvin Cook runs that ship.",1201766184644837376,"False","Kansas City, MO","","MO",1,"positive","Yes","Fan"
"Super Bowl I ring #GoPackGo 
 vs. 
Super Bowl LIII ring #GoPats https://t.co/WXVVcDNwLr",1201760710654648320,"False","Vermont, USA","","VT",0,"positive","No","Fan"
"Someone needs to give @jswaggdaddy his own Weather Report. Best interview in football #GoPackGo #SpongeBob #Frozen #MermaidActivated",1201755137863114752,"False","Oakland, CA","","CA",4,"positive","Yes","Fan"
"Gonna be 1-8 when they play the packers in a couple weeks... I can feel it already :/ #GoPackGo https://t.co/QPxGOnS99G",1201751342575804416,"False","Phoenix, AZ","","AZ",1,"negative","Yes","Foe"
"@ColinCowherd Hey @packers Some bulletin board material right here. Let’s prove him wrong. #Motivation #GoPackGo",1201746987974041600,"False","Manassas Park, VA","","VA",0,"negative","No","Foe"
"Love it #GoPackGo 💚💛💚💛💚💛 https://t.co/xerIj73XIi",1201732836430090240,"False","Detroit, MI","","MI",1,"positive","Yes","Fan"
"The @Vikings gifted @AaronRodgers12 a nice birthday present tonight with that “L”... that was sure nice of them #GoPackGo",1201731103742140416,"False","Duluth, Minnesota","","MN",1,"positive","Yes","Fan"
"Design made by me on phone

Quote or reply with your #SB54 prediction ‼️

Likes and RT’s are appreciated ❤️🔁☺️… https://t.co/jp7yvfIaza",1201729193777614848,"False","Colorado, USA","","CO",1,"positive","Yes","Fan"
"I guess my cheering at the @Seahawks game helped! #GoPackGo https://t.co/6iAsBRp4lN",1201728827950415872,"False","Enumclaw, WA","","WA",1,"negative","Yes","Foe"
"@Showtyme_33 hope you had a great birthday my dude. #GoPackGo",1201727470833209344,"False","Virginia","","VA",0,"positive","No","Fan"
"Happy Birthday to Aaron Jones! #GOPACKGO https://t.co/Z61mhXq0Fj",1201727243023736832,"False","Louisville, KY","","KY",0,"positive","No","Fan"
"Happy Birthday to Aaron Rodgers! #GOPACKGO https://t.co/TN1hhVEAlJ",1201727136081629184,"False","Louisville, KY","","KY",0,"positive","No","Fan"
"@AaronRodgers12 my 1 year old is ready for the playoffs! #GoPackGo https://t.co/CaApOJyTqU",1201725614853644288,"False","Lake Hopatcong, NJ","","NJ",2,"positive","Yes","Fan"
"On behalf of my beloved @packers, thanks @Seahawks!  #GoPackGo https://t.co/omdC5rHA3s",1201725198451367936,"False","Santa Rosa, CA","Santa Rosa, CA","CA",4,"positive","Yes","Fan"
"@JennyTaft ""Not mad about it"" #GoPackGo",1201723760270880768,"False","MD ","","MD",2,"positive","Yes","Fan"
"@ProblemWright How the mighty have fallen #GoPackGo #KingsoftheNorth #DecemberFootball",1201723743128576000,"False","Phoenix, AZ","","AZ",1,"positive","Yes","Fan"
"Thank You! @DangeRussWilson for that win! #OnWisconsin We are up 1.5 games on them Vikes!!! 🙏 👍🏼 #GoPackGo",1201721831360622592,"False","Bellingham, WA","","WA",1,"positive","Yes","Fan"
"Twitter help me out- if we lose to the queens, but win all of our other games, do we still win the division? #GoPackGo",1201721481971060736,"False","SA, TX","","TX",2,"positive","Yes","Fan"
"Perfect sports week? I think so. 
@packers Win
@Bucks Win (12 in a row)
@BadgerFootball Win (lol MN)
Vikings Lose
4… https://t.co/NeDkFbbLtT",1201721376106790912,"False","Marquette, MI","Michigan, USA","MI",1,"positive","Yes","Fan"
"Things you LOVE to see! #GoPackGo https://t.co/LasrFF3TmM",1201721041644601344,"False","Overland Park, KS","","KS",0,"positive","No","Fan"
"SKOL!!!!! 😂😂😂 Fuck the Viqueens! #GoPackGo https://t.co/KGAtKjojAN",1201721028696793088,"False","Grand River, Iowa","","IA",0,"negative","No","Foe"
"Thanks for the loss #GoPackGo https://t.co/NxyQ0gyLDR",1201720680062042112,"False","Ann Arbor, MI","","MI",1,"positive","Yes","Fan"
"@LxckTV thanks for the help🙃 #gopackgo #gohawks",1201720655726743552,"False","Illinois, USA","","IL",1,"positive","Yes","Fan"
"S/O to the #Seahawks

Thanks for giving my #Packers some breathing room in the North. 😁👍
#GoPackGo",1201720550554554368,"False","Chicago, IL","","IL",1,"positive","Yes","Fan"
"The #Vikings always lose in dramatic ways missed field goals, fumbles, don't matter how they'll find a way to choke… https://t.co/GyFjVUP0nX",1201720530778259456,"False","Las Vegas, NV","","NV",0,"negative","No","Foe"
"What an amazing night #GoPackGo",1201720488680140800,"False","Texas, USA","","TX",2,"positive","Yes","Fan"
"What an unfortunate season for Minnesota to be pretty good but not great. The top of the NFC is loaded. Just hate to see it #GoPackGo",1201720340977721344,"False","KENTUCKY","Louisville, KY","KY",0,"negative","No","Foe"
"HAHA the vikings just blew their final chance on their 8TH return fumble of the season!!!! thanks for keeping us on… https://t.co/PqJnsoogPH",1201720178372939776,"False","Tennessee","","TN",1,"positive","Yes","Fan"
"I am super happy Vikings lost Hellya  #GoPackGo 💛💚🧀🏈",1.201720178075e+18,"False","Ogden, UT","","UT",0,"positive","No","Fan"
"Absolutely no excuse to not win the division now. #GoPackGo",1201720062996090880,"False","Rockford, IL","Genoa, IL","IL",1,"negative","Yes","Foe"
"Nice. The Vikings are knocked down a peg. 

#GoPackGo",1201720026727952384,"False","Seattle, WA","","WA",1,"positive","Yes","Fan"
"Vikings lose, ya just hate to see it #GoPackGo",1201719861807853568,"False","Indianapolis, IN","","IN",1,"negative","Yes","Foe"
"I hope @ShannonSharpe keeps his restaurant open for the @Vikings tonight. Gotta serve them fresh hot L’s #GoPackGo",1201717717121810432,"False","Eden Prairie, MN","","MN",1,"positive","Yes","Fan"
"#skol #Vikings vs the #Seahawks here is my prediction for this huge game on #MNF And a look ahead at who i think wi… https://t.co/Jijqaks7UV",1201716890458107904,"False","Pennsylvania, USA","","PA",2,"positive","Yes","Fan"
"@ShizzFrmSw215 @Anthony79613820 @aideneaglesfan @UhhhYaThink @ColinCowherd LMAO #GoPackGo",1201711383676686336,"False","Forest, VA","","VA",0,"positive","No","Fan"
"@cheeseheadtv @festfoods Congrats fellas! Awesome news! #GoPackGo",1201711046572068864,"False","Crystal, MN","","MN",1,"positive","Yes","Fan"
"Oof. @Vikings. Hate to see it. #GoPackGo",1201709337741271040,"False","Sioux Falls, SD","","SD",0,"negative","No","Foe"
"Looks like the #Seahawks helping us out tonight put them #Vikings 1.5 games behind us as a #Packers fan I feel awkw… https://t.co/0h8oECgu2N",1201708524281069568,"False","Las Vegas, NV","","NV",0,"negative","No","Foe"
"Live look at @KirkCousins8 and the @Vikings giving the @packers another W on #MNF tonight 

#KingsOfTheNorth… https://t.co/tDy1A5XY3f",1201708278859935744,"False","New York, NY","","NY",1,"positive","Yes","Fan"
"@packers can win the NFC North by beating @Redskins @Lions and @ChicagoBears even if we lose to the @Vikings in Wee… https://t.co/0OKLzTVwcw",1201708171921960960,"False","Maryland, USA","","MD",2,"positive","Yes","Fan"
"@DustyEvely They had to be in the wrong defense. Whatever, we’ll take it! #GoPackGo",1201707985589944320,"False","Castle Rock, WA","","WA",1,"negative","Yes","Foe"
"Really breaks my heart to see the Vikings getting stomped.  Seriously.  It does.

#skol #MinvsSea… https://t.co/wpzYvGijBw",1201707943122608128,"False","Oklahoma City, OK","","OK",0,"negative","No","Foe"
"Seahawks called game and Green Bay has breathing room inside the division lead 🙌🏻 #GoPackGo https://t.co/caqWdi0L1V",1201707630642659328,"False","Los Angeles, CA","","CA",4,"negative","Yes","Foe"
"@Skorzo60 Packers will be the #2 seed and will have a first round bye. Vikings will go to Dallas and lose in the Wild Card. #GoPackGo",1201707174562586624,"False","Bloomington, MN","","MN",1,"positive","Yes","Fan"
"Great game thus far.  #Seahawks #Skol 

#GoPackGo",1201706780482580480,"False","Negaunee, MI","","MI",1,"positive","Yes","Fan"
"So happy for @AllenLazard and his success with my favorite NFL team!  Here’s a throwback pic of him holding my son… https://t.co/csC1dcqvNM",1201706136350670848,"False","iowa","","IA",0,"positive","No","Fan"
"1 game lead in the NFC North!!!! #Packers #GoPackGo #MNF",1201705170997932032,"False","Salt Lake City, UT","","UT",0,"negative","No","Foe"
"Do we really want the #Seahawks to beat the #Vikings tonight? Wouldn’t knocking Seattle to 9-3, then Seattle beatin… https://t.co/iaDOAvg2Jw",1201705164429770752,"False","Castle Rock, WA","","WA",1,"positive","Yes","Fan"
"I know it’s the same wreath I put up every year but I put these new gold lights on it #GoPackGo https://t.co/tQpMPI2Onc",1201701880742715392,"False","El Paso,TX","El Paso, TX","TX",2,"positive","Yes","Fan"
"Curious should packer fans cheer and celebrate when vikes top weapon goes down like some did when Barr hit Rodgers?… https://t.co/tZMZepHXua",1201700221207621632,"False","North Dakota, USA","North Dakota, USA","ND",0,"positive","No","Fan"
"Hard to watch Monday Night Football. Need the Seahawks to win, but I hate them so much. #GoPackGo",1201697359400460288,"False","Nashville, TN","","TN",1,"negative","Yes","Foe"
"@ColinCowherd Ill come back to this after the vikings-packers game ;)) #GoPackGo https://t.co/b2mCeAortk",1201694537250430976,"False","San Antonio, TX","","TX",2,"negative","Yes","Foe"
"@AaronRodgers12 Happy Birthday Aaron!!!! Hope your day has been wonderful 💚💛 #GoPackGo",1201694375102861312,"False","","Port Chester, NY","NY",1,"positive","Yes","Fan"
"Colin loves the Vikings but the Dallas cowboys who Colin is fan of lost to the @vikings and the packers own the cow… https://t.co/RigSECmzou",1201690784967331840,"False","New York, USA","","NY",1,"positive","Yes","Fan"
"I don't know who to root for here.  Assuming the Packers take care of their own business, MIN loss helps make NFC N… https://t.co/ua4yvbzMzf",1201689771745120256,"False","Charlotte, NC","","NC",1,"positive","Yes","Fan"
"@TheRealZSmith said in his IG Live tonight that @AaronRodgers12 got the Packers defense these @Bucks tickets tonigh… https://t.co/si4iXFG9Tm",1201689709145153536,"False","Minnesota, USA","St Cloud, MN","MN",1,"positive","Yes","Fan"
"@RashanAGary my nephews Christmas wish list I’m getting him that jersey for sure!! #GoPackGo https://t.co/dK9dR84sth",1201689549295931392,"False","Golden, CO","","CO",1,"positive","Yes","Fan"
"Booger Mcfarland is right! We don't get down with Anthony Barr in Green Bay #GoPackGo",1201689065365606400,"False","Columbia, South Carolina","","SC",0,"negative","No","Foe"
"@RyanMaue Minnesota leads 14-7. Will Seattle come back for the win? (Hint: They need to #GoPackGo )",1201688874348617728,"False","N. Baltimore, Maryland","","MD",2,"positive","Yes","Fan"
"Cmon Seahawks. We need yal to win this game #GoPackGo",1201687533324767232,"False","Columbia, South Carolina","","SC",0,"positive","No","Fan"
"Happy Birthday, #12! #GoPackGo https://t.co/rosCcZoJ0r",1201687024433917952,"False","Washington, D.C.","","WA",1,"positive","Yes","Fan"
"This story is clearly bogus. Have say 9ers game, half say Giants game. Those two halves come together to make one l… https://t.co/Iv0C7YvWPz",1201685982447316992,"False","Oelwein, IA","","IA",0,"negative","No","Foe"
"It kills me a little bit to be cheering for Seahawks tonight😫 @AaronNagler #GoPackGo",1201679229550645248,"False","Phoenix, AZ","","AZ",1,"negative","Yes","Foe"
"@TRUMP2056721419 @gbpackerstweets @packers But ... again ... you refer to him as TruShitsky. So ... nice try. #GoPackGo",1201679193798369280,"False","Florida","","FL",3,"positive","Yes","Fan"
"Fuck the @Lions fuck the @ChicagoBears &amp; fuck the @Vikings #GoPackGo",1201678614766538752,"False","North Carolina, USA","","NC",1,"negative","Yes","Foe"
"happy birthday to my favorite Packer, favorite football player, and the 🐐the one and only the baaaaaaaaaaaad man hi… https://t.co/sh3ZdCZz0q",1201678565319872512,"False","Columbia, SC","","SC",0,"positive","No","Fan"
"@Peter_Bukowski Dude I love this team. The media constantly has to flip flop their stories bc these guys love eacho… https://t.co/n5OBahw4dE",1201677816498180096,"False","Atlanta, GA","","GA",1,"positive","Yes","Fan"
"@CarleyChurches Absolutely not! It’ll only make the moment more memorable and a story you’ll share with your family 💯🥰 #GoPackGo 👍🏻",1201676569606934528,"False","Colorado","","CO",1,"positive","Yes","Fan"
"The 2 @ESPNNFL teams I hate the most as a @packers fan tonite. HOPE THEY TIE #GoPackGo",1201671546923671552,"False","Rio Rancho, NM","","NM",0,"negative","No","Foe"
"NINERS FANS BETTER ROOT HEAVY FOR THE VIKINGS BC yall drop to No.5 seed as great as yall season is going. Green bay… https://t.co/yD7qXF1W0R",1201671387217301504,"False","New York, USA","","NY",1,"positive","Yes","Fan"
"I hate the Seahawks, but go Seahawks! #GOPACKGO",1201671103615307776,"False","Sioux Falls, SD","","SD",0,"negative","No","Foe"
"#skol #Seahawks GO SEATTLE !!!!! BEAT THEM VIKINGS #GOPACKGO should be good game though",1201668976499134464,"False","New York, USA","","NY",1,"positive","Yes","Fan"
"separation from the vikings. New Orleans home field they still have match up vs miners. NFC West up for grabs. NFC… https://t.co/AHc53TVrbm",1201668713088503808,"False","New York, USA","","NY",1,"positive","Yes","Fan"
"Ryan and Brady celebrated turning three-years-old in style 😎 #GoPackGo https://t.co/ZCuvaNDdGA",1201667523147714560,"False","Louisa, VA","","VA",0,"positive","No","Fan"
"Finally tried on the hoodie I got in WI a few weeks ago. Big fan — big facts. #GoPackGo #Packers #withlove… https://t.co/7C08y69uHo",1201667138978795520,"False","Austin, TX","","TX",2,"negative","Yes","Foe"
"Absolutely love these interviews! @jswaggdaddy speed happiness and positivity! We need more like him in this world!… https://t.co/pnYMlHQfIO",1201666697662521344,"False","Ashland, VA","","VA",0,"positive","No","Fan"
"@NFL @nflnetwork Happy to see Herb Adderley on the list. Hopefully he'll make the cut! #GoPackGo",1201665581558063104,"False","Tucson, AZ","","AZ",1,"positive","Yes","Fan"
"@AaronNagler Thrilled beyond belief that my team is 9-3. Heck... we were seconds away from being 10-2! Not too many… https://t.co/m4FEIcJw2R",1201662506172928000,"False","South Saint Paul, MN","","MN",1,"positive","Yes","Fan"
"@AaronRodgers12 Happy 36th birthday to my most talented Quarterback!! What a win for your bday just in time!! Hope… https://t.co/IqCgnJkd2z",1201661699029381120,"False","Cincinnati, Ohio","","OH",2,"positive","Yes","Fan"
"It’s very early. But my packers dream 2020 draft pick is WR Laviska Shenault Jr. from Colorado. Would be too perfect #GoPackGo",1201661640686678016,"False","Orlando, FL","","FL",3,"positive","Yes","Fan"
"Saw it in person, such a beautiful play 🔥🔥🔥 #GoPackGo https://t.co/RFxjYRIx8M",1201661534214090752,"False","Virginia Beach, VA","","VA",0,"positive","No","Fan"
"This has absolutely nothing to do with climate  change, but HAPPY BIRTHDAY Aaron Rodgers🎉🎉🎉‼️ #GoPackGo",1201654791975456768,"False","Minnesota, United States","","MN",1,"positive","Yes","Fan"
"@GBPdaily Offense could be a little better, but hopefully that defense keeps doing its thing #GoPackGo",1201650735517179904,"False","Knoxville, TN","","TN",1,"positive","Yes","Fan"
"Mr. Hail Mary himself. 2 minutes, 30 seconds, 0:00 free play, it don’t matter, when there’s a Rodgers, there’s way… https://t.co/Vpg2x8DnFQ",1201650369111175168,"False","Texas, USA","San Antonio, TX","TX",2,"positive","Yes","Fan"
"Happy birthday to my #1. @AaronRodgers12 #GoPackGo https://t.co/xaJzlKydth",1201646316595621888,"False","St Louis Park, MN","St Louis Park, MN","MN",1,"positive","Yes","Fan"
"WATCH: Packers RB Jamaal Williams Getting Excited for 'Frozen 2' is Hilarious

 #Funny #GoPackGo #GreenBay #NFL… https://t.co/3uZ6ro6vUj",1201645825929154560,"False","Michigan, USA","","MI",1,"positive","Yes","Fan"
"I love our team and the fans are happy to shovel Lambeau -&gt; Shovelers needed at Lambeau Field Wednesday morning… https://t.co/kQxJrQdn5H",1201644291891716096,"False","Los Angeles, CA","","CA",4,"positive","Yes","Fan"
"Time to get @LambeauField ready for the Deadskins!  ❄️☃️ #GoPackGo https://t.co/r7uzCdDxZ2",1201644247679504384,"False","San Francisco, CA","","CA",4,"positive","Yes","Fan"
"@CableThanos_ Vince Lombardi is actually Yoda reincarnate, so he’s really a Packers fan. Nice try though... #GoPackGo",1201643046871453696,"False","Atlanta, GA","","GA",1,"positive","Yes","Fan"
"The leadership and willingness to get better every game and look at everything from both sides is amazing. It’s som… https://t.co/KcIKYhmLpi",1201641694678024192,"False","Washington, USA","","WA",1,"positive","Yes","Fan"
"Thanks for the free draft pick, Chucky! #GoPackGo https://t.co/2zUc1szgIk",1201641652705730560,"False","Rockford, IL","Rockford, IL","IL",1,"positive","Yes","Fan"
"@espn Let’s go hawks! - Sincerely a packer fan #GoPackGo",1201640632508268544,"False","Los Angeles, CA","","CA",4,"positive","Yes","Fan"
"@drew_bergs That second pic is definitely in the best sports moments of the decade #GoPackGo",1201636357900316672,"False","West Virginia, USA","","WV",0,"positive","No","Fan"
"Happy birthday to the 🐐 #GoPackGo https://t.co/KtvdM1TgHN",1201635259193942016,"False","Clarksville, IN","","IN",1,"positive","Yes","Fan"
"Happy Birthday GOATs!!!!! #GoPackGo https://t.co/mHs4zQtkHx",1201634773745012736,"False","Goodyear, AZ","","AZ",1,"positive","Yes","Fan"
"HAPPY BIRTHDAY, @AaronRodgers12 and @Showtyme_33 !!! #GoPackGo https://t.co/5K9XQkrR5i",1201631789476982784,"False","KY","","KY",0,"positive","No","Fan"
"Happy birthday to my favorite quarterback of all time @AaronRodgers12 ! #GoPackGo 🤙🏽",1201626555958661120,"False","North Carolina, USA","","NC",1,"positive","Yes","Fan"
"Lol, “next bum up” for the return game. #GoPackGo https://t.co/QAF11ZAl53",1201626127304994816,"False","Rockford, IL","Rockford, IL","IL",1,"positive","Yes","Fan"
"@fswisconsin @AaronRodgers12 @ChristianYelich @Giannis_An34 All the best people are born in December and apparently… https://t.co/JCiw1fNaCD",1201624875435036672,"False","Phoenix, AZ","Phoenix, AZ","AZ",1,"positive","Yes","Fan"
"Happy Birthday GOAT @AaronRodgers12 🐐 #GoPackGo",1201620834252730368,"False","Ohio, USA","","OH",2,"positive","Yes","Fan"
"@TheRealZSmith Black Friday QB buster deal! #GoPackGo https://t.co/SLoUdLk9Jz",1201620712894738432,"False","Westfield, IN","","IN",1,"negative","Yes","Foe"
"I do not see a scenario where the Packers get the top seed this year. But there is a clear path to the second seed.… https://t.co/Zw41DzYgiT",1201619762163441664,"False","North Carolina, USA","","NC",1,"positive","Yes","Fan"
"Happy birthday to one of my favorite players. @Showtyme_33 you’ve came to Green Bay and captured the hearts of many… https://t.co/dOpcl4Kans",1201613007748509696,"False","Oregon, Illinois","","IL",1,"positive","Yes","Fan"
"@amberindigo Love this!! #GoPackGo https://t.co/INyNd8VTfU",1201610239109476352,"False","Kansas, USA","","KS",0,"positive","No","Fan"
"Happy Birthday @Showtyme_33 and @AaronRodgers12!!! Love watching you guys play! You guys are the best #GoPackGo",1201609300029915136,"False"," North Carolina, USA","","NC",1,"positive","Yes","Fan"
"There is only 16 games in a season, more if you're good. I should enjoy the wins a little more, and hate the losses… https://t.co/AuoxlX35D2",1201608243824463872,"False","Yorktown, VA","","VA",0,"positive","No","Fan"
"Love my Packers 🏈 #represent #myteam #gopackgo #mystyle #lotd #wiw #monday #backtoafullworkweek #football #greenbay https://t.co/4gwKYZ0DcQ",1201607357245079552,"False","MN","","MN",1,"positive","Yes","Fan"
"#VictoryMonday: Packers move to 9-3 and Harper turned 22 months old yesterday edition. 🧀 #GoPackGo #HarperLynnChhan… https://t.co/LFQF7OhoL6",1201602607086755840,"False","Pasadena, CA","","CA",4,"positive","Yes","Fan"
"Happy Birthday! #GoPackGo💚💛 https://t.co/JuKuJWhXmT",1201591228455886848,"False","Louisville, KY","Norman, OK","KY",0,"positive","No","Fan"
"@AaronNagler But seriously.  He wasn’t even schemed open.  #GoPackGo",1201590719808491520,"False","Atlanta, GA","","GA",1,"negative","Yes","Foe"
"@CJMaccarrone At least you tried. #GoPackGo",1201590526358802432,"False","Toms River, NJ","","NJ",2,"negative","Yes","Foe"
"Happy birthday to THE goat @AaronRodgers12 &amp; THE running back every team wishes they had @Showtyme_33. 💛💚 #GoPackGo",1201589419456835584,"False","New Mexico, USA","","NM",0,"positive","No","Fan"
"But deliver us from the Bears, the Vikings, and the Lions; 
For thine is the MVP,
The best of the NFC, 
And the glo… https://t.co/HhVv2txHsc",1201588605086511104,"False","Los Angeles, CA","","CA",4,"positive","Yes","Fan"
"Rodgers + Adams TD
HAPPY BIRTHDAY AARON RODGERS  #GoPackGo https://t.co/SO0OSKURbV",1201586472664604672,"False","Sacramento, California","","CA",4,"positive","Yes","Fan"
"@JCole718 @AaronNagler All gas, no fucking brake. #GoPackGo",1201585227434463232,"False","Florida","","FL",3,"positive","Yes","Fan"
"Yeah, this team has its faults but this has been infinitely more fun than the last two years. #GoPackGo https://t.co/x2oENeTFjU",1201583145583292416,"False","Rockford, IL","Rockford, IL","IL",1,"positive","Yes","Fan"
"Go Pack Go! Today is the birthday of @packers captain &amp; our wish granter @AaronRodgers12! Help us wish him a very h… https://t.co/15MuBDN6VL",1201581802810425344,"False","Holiday, Florida","","FL",3,"positive","Yes","Fan"
"Always and forever will be one of the greatest QB’s in the league. 
There is no changing my mind!! 
#GoPackGo https://t.co/wenQJbu5RR",1201581327176392704,"False","College Station, TX","","TX",2,"positive","Yes","Fan"
"Happy birthday to the two most important Aaron’s in my life @AaronRodgers12 and @Showtyme_33 #GoPackGo 💚💛",1201578264982163456,"False","New York, NY","","NY",1,"positive","Yes","Fan"
"He is going to be something special in this league #GoPackGo https://t.co/mt9yU5X95d",1201577504399667200,"False","Terre Haute, IN","","IN",1,"positive","Yes","Fan"
"@dachoseone34 @jamienolastname @Patriots121211 Again ... your point? 
Rodgers has far fewer passing yards than your… https://t.co/Z8MdbShPPM",1201575558729097216,"False","Florida","","FL",3,"positive","Yes","Fan"
"@dachoseone34 @jamienolastname @Patriots121211 I mean ... seriously. What did your QB do yesterday? #GoPackGo",1201570858080358400,"False","Florida","","FL",3,"negative","Yes","Foe"
"HBD TO THE BEST EVER @AaronRodgers12!!!! #GoPackGo #MrRodgers #Butte #CAL",1201568596020867072,"False","Reno, Nv","","NV",0,"positive","No","Fan"
"One of the things I love about waking up on Mondays, nowadays, is knowing that your Pack won this weekend and is a… https://t.co/H9t0uoe6zh",1201567882578137088,"False","California, USA","","CA",4,"positive","Yes","Fan"
"@AaronRodgers12 Happy Birthday! Keep up the awesome work! #GoPackGo",1201563973553983488,"False","California,","","CA",4,"positive","Yes","Fan"
"Happy Birthday 2 the sexiest, most talented QB in the league @AaronRodgers12!! It’s been such a pleasure watching h… https://t.co/3oojWFe3BC",1201562053103816704,"False","Virginia ","","VA",0,"positive","No","Fan"
"Happy birthday to the man @Showtyme_33! We are blessed to know you Aaron, and we hope your day is just as great as… https://t.co/3pivcgsnHl",1201560076474929152,"False","Newport Beach, CA","","CA",4,"positive","Yes","Fan"
"@JoeandEvan @EvanRobertsWFAN on the Giants nightmare season continuing as they fall to the Green Bay Packers &amp; Pat… https://t.co/QTM5zhsrJd",1201557923786362880,"False","Woodside, NY","","NY",1,"negative","Yes","Foe"
"Happy birthday to the GOAT 🐐🙌💚💛 @AaronRodgers12 #gopackgo https://t.co/1N0CBWckJ1",1201557518687887360,"False","Buffalo, NY","","NY",1,"positive","Yes","Fan"
"Happy bday to my real dad @AaronRodgers12 aka GOAT 🐐 #GoPackGo",1201556812895604736,"False","281, TX","","TX",2,"positive","Yes","Fan"
"@Showtyme_33 Congratulations for topping 1k this year.  Absolutely amazing!  Your character, personality and charis… https://t.co/bXmqeDQASE",1201552294078242816,"False","Illinois, USA","","IL",1,"positive","Yes","Fan"
"@packers @AaronRodgers12 Happy Birthday G.O.A.T. hope you have a great day. #GoPackGo",1201550335447310336,"False","Shelby, NC","","NC",1,"positive","Yes","Fan"
"More proof why Aaron Rodgers is the best we have #GoPackGo https://t.co/bl76SzzFnl",1201548371632295936,"False","Iowa ","","IA",0,"positive","No","Fan"
